utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
change order 732201349959,change_order,order_id,732201349959,13,25,ORDER,BK
add something to order,change_order,,,,,ORDER,BK
change order,change_order,,,,,ORDER,BK
remove item from order,change_order,,,,,ORDER,BK
wanna delete several items  from purchase 00123842 help me,change_order,order_id,00123842,42,50,ORDER,BCLMQZ
change some articles of purchase 113542617735902,change_order,order_id,113542617735902,33,48,ORDER,BLM
i try to swap a product of purchazse 00004587345,change_order,order_id,00004587345,37,48,ORDER,BLQZ
remove item from order 00004587345,change_order,order_id,00004587345,23,34,ORDER,BK
I am trying to add some items to purchase 00123842,change_order,order_id,00123842,42,50,ORDER,BLM
want help swapping several articles of order 113542617735902,change_order,order_id,113542617735902,45,60,ORDER,BLMQ
I missed a product in order 370795561790,change_order,order_id,370795561790,28,40,ORDER,BL
can Iswap several items of order 732201349959?,change_order,order_id,732201349959,33,45,ORDER,BILMZ
change purchase 00123842,change_order,order_id,00123842,16,24,ORDER,BKL
edit order 00123842,change_order,order_id,00123842,11,19,ORDER,BKL
remove something from order 370795561790,change_order,order_id,370795561790,28,40,ORDER,BK
I need assistance with editing order 113542617735902,change_order,order_id,113542617735902,37,52,ORDER,BL
how to swap an item of order 732201349959?,change_order,order_id,732201349959,29,41,ORDER,BIL
help to remove an item from order113542617735902,change_order,order_id,113542617735902,33,48,ORDER,BZ
help me correct purchase 113542617735902,change_order,order_id,113542617735902,25,40,ORDER,BL
I cannot add an item to order 00004587345,change_order,order_id,00004587345,30,41,ORDER,BEN
how could I remove some items from order 113542617735902?,change_order,order_id,113542617735902,41,56,ORDER,BIMP
need to remove some items from order 370795561790,change_order,order_id,370795561790,37,49,ORDER,BMQ
I need to change purchase 370795561790,change_order,order_id,370795561790,26,38,ORDER,BL
assistance to add some items to purchase 113542617735902,change_order,order_id,113542617735902,41,56,ORDER,BLM
assistance updating purchase 00123842,change_order,order_id,00123842,29,37,ORDER,BL
edit purchase 370795561790,change_order,order_id,370795561790,14,26,ORDER,BKL
i have to edit purchase 732201349959 i need help,change_order,order_id,732201349959,24,36,ORDER,BCLQ
i cannot delete a product from purchase 00123842,change_order,order_id,00123842,40,48,ORDER,BELNQ
"I want to edit order 732201349959, help me",change_order,order_id,732201349959,21,33,ORDER,BCL
can I change purchase 370795561790?,change_order,order_id,370795561790,22,34,ORDER,BIL
I cannot add some items to purchase 370795561790,change_order,order_id,370795561790,36,48,ORDER,BELMN
can you help me to add something to purchase 370795561790?,change_order,order_id,370795561790,45,57,ORDER,BIL
I want help to edit order 00123842,change_order,order_id,00123842,26,34,ORDER,BL
I have got to switch several items of order 00004587345,change_order,order_id,00004587345,44,55,ORDER,BLM
add a goddamn item to purchase 732201349959,change_order,order_id,732201349959,31,43,ORDER,BLW
I wantassistance swapping an item of order 113542617735902,change_order,order_id,113542617735902,43,58,ORDER,BLZ
modify purchase 113542617735902,change_order,order_id,113542617735902,16,31,ORDER,BKL
editing order 732201349959,change_order,order_id,732201349959,14,26,ORDER,BL
I try to switch an article of order 370795561790,change_order,order_id,370795561790,36,48,ORDER,BL
I am trying to add several products to order 00004587345,change_order,order_id,00004587345,45,56,ORDER,BLM
change purchase 113542617735902,change_order,order_id,113542617735902,16,31,ORDER,BKL
i cannot edit order 732201349959,change_order,order_id,732201349959,20,32,ORDER,BELNQ
I cannot switch some products of purchase 00004587345,change_order,order_id,00004587345,42,53,ORDER,BELMN
need to add something to purchase 00004587345,change_order,order_id,00004587345,34,45,ORDER,BLQ
add item to order 370795561790,change_order,order_id,370795561790,18,30,ORDER,BK
how to switch some items of order 732201349959?,change_order,order_id,732201349959,34,46,ORDER,BILM
"I want to correct purchase 732201349959, how do I do it?",change_order,order_id,732201349959,27,39,ORDER,BCIL
I want to delete a goddamn item from order 732201349959,change_order,order_id,732201349959,43,55,ORDER,BLW
change an aeticle of purchase 113542617735902,change_order,order_id,113542617735902,30,45,ORDER,BLZ
want help to add several items to order 00123842,change_order,order_id,00123842,40,48,ORDER,BMQ
help me to switch some items of order 113542617735902,change_order,order_id,113542617735902,38,53,ORDER,BLM
wanna switch an item of order 113542617735902 ohw to do it,change_order,order_id,113542617735902,30,45,ORDER,BCILQZ
changing order 00004587345,change_order,order_id,00004587345,15,26,ORDER,B
removing something from order 732201349959,change_order,order_id,732201349959,30,42,ORDER,B
switch some products of order 00123842,change_order,order_id,00123842,30,38,ORDER,BLM
I want to change several products of order 00004587345,change_order,order_id,00004587345,43,54,ORDER,BLM
i needassistance with adding an item to order 732201349959,change_order,order_id,732201349959,46,58,ORDER,BQZ
can I edit order 370795561790?,change_order,order_id,370795561790,17,29,ORDER,BIL
i want help removing a product from order 00004587345,change_order,order_id,00004587345,42,53,ORDER,BLQ
I want help adding an article to order 00004587345,change_order,order_id,00004587345,39,50,ORDER,BL
modify purchase 370795561790,change_order,order_id,370795561790,16,28,ORDER,BL
i cant switch something of purchase 00123842,change_order,order_id,00123842,36,44,ORDER,BLNQ
need to add somehting to purchase 00004587345,change_order,order_id,00004587345,34,45,ORDER,BLQZ
how do I add several items to order 732201349959 ?,change_order,order_id,732201349959,36,48,ORDER,BIMZ
help me modify order 370795561790,change_order,order_id,370795561790,21,33,ORDER,BL
edit purchase 00123842,change_order,order_id,00123842,14,22,ORDER,BL
i want information about modifying purchase 732201349959,change_order,order_id,732201349959,44,56,ORDER,BLQ
how cvan i switch a product of purchase 00004587345,change_order,order_id,00004587345,40,51,ORDER,BILQZ
i cant switch a product of order 370795561790,change_order,order_id,370795561790,33,45,ORDER,BLNQ
i want hlp to swap a goddamn product of purchase 00004587345,change_order,order_id,00004587345,49,60,ORDER,BLQWZ
"I missed some items in purchase 00123842, can I add them?",change_order,order_id,00123842,32,40,ORDER,BCILM
can i add some articles to order 00004587345,change_order,order_id,00004587345,33,44,ORDER,BILMQ
modify order 00123842,change_order,order_id,00123842,13,21,ORDER,BL
assistance swapping some products of purchase 370795561790,change_order,order_id,370795561790,46,58,ORDER,BLM
help to switch some items of purchase 00123842,change_order,order_id,00123842,38,46,ORDER,BLM
i have to delete a product from purchase 732201349959,change_order,order_id,732201349959,41,53,ORDER,BLQ
needd help switching several items of order 00004587345,change_order,order_id,00004587345,44,55,ORDER,BLMQZ
i need help modifyingg purchase 00123842,change_order,order_id,00123842,32,40,ORDER,BLQZ
i dont know how to delete something from order 370795561790,change_order,order_id,370795561790,47,59,ORDER,BLQ
want help to ad some items to order 370795561790,change_order,order_id,370795561790,36,48,ORDER,BMQZ
I can't switch some products of purchase 00004587345,change_order,order_id,00004587345,41,52,ORDER,BLMN
i cant chnge a product of purchase 370795561790,change_order,order_id,370795561790,35,47,ORDER,BLNQZ
switch several items of order 732201349959,change_order,order_id,732201349959,30,42,ORDER,BLM
remove something from order 00004587345,change_order,order_id,00004587345,28,39,ORDER,BK
is it possible to swap some articles of purchase 00123842,change_order,order_id,00123842,49,57,ORDER,BILMQ
wanna change a product of purchase 00123842 can uhelp me,change_order,order_id,00123842,35,43,ORDER,BCILQ
I need help with swaping an article of order 00004587345,change_order,order_id,00004587345,45,56,ORDER,BLZ
i need help to change purchase 113542617735902,change_order,order_id,113542617735902,31,46,ORDER,BLQ
i missed an item in purchase 00123842 i need help adding it,change_order,order_id,00123842,29,37,ORDER,BCLQ
add item to order 00004587345,change_order,order_id,00004587345,18,29,ORDER,BK
remove some products from purchase 113542617735902,change_order,order_id,113542617735902,35,50,ORDER,BLM
"I have to swap an item of order 370795561790, I need help",change_order,order_id,370795561790,32,44,ORDER,BCL
help editing order 00004587345,change_order,order_id,00004587345,19,30,ORDER,BL
i have to add an item to purchase 370795561790,change_order,order_id,370795561790,34,46,ORDER,BLQ
I have to add a product to order 370795561790,change_order,order_id,370795561790,33,45,ORDER,BL
i want ehlp to change some articles of purchase 732201349959,change_order,order_id,732201349959,48,60,ORDER,BLMQZ
problem with modifying order 00004587345,change_order,order_id,00004587345,29,40,ORDER,BL
can you help me change some items of purchase 00123842?,change_order,order_id,00123842,46,54,ORDER,BILM
how to add an article to purchase 732201349959,change_order,order_id,732201349959,34,46,ORDER,BILQ
want assistance to change an bloody order i have made,change_order,,,,,ORDER,BQWZ
I need to change several products of purchase 00004587345,change_order,order_id,00004587345,46,57,ORDER,BLM
I am trying to change an item of purchaes 370795561790,change_order,order_id,370795561790,42,54,ORDER,BLZ
add something to order 00004587345,change_order,order_id,00004587345,23,34,ORDER,BK
need to delete something from  order 113542617735902,change_order,order_id,113542617735902,37,52,ORDER,BLQZ
how to change some products of ofder 00004587345,change_order,order_id,00004587345,37,48,ORDER,BILMQZ
I try to edit purchase 113542617735902,change_order,order_id,113542617735902,23,38,ORDER,BL
wanna change some items of order 732201349959 how do i do it,change_order,order_id,732201349959,33,45,ORDER,BCIMQ
update order 113542617735902,change_order,order_id,113542617735902,13,28,ORDER,BKL
add item to order 732201349959,change_order,order_id,732201349959,18,30,ORDER,BK
I wasnt assistance deleting some items from order 00123842,change_order,order_id,00123842,50,58,ORDER,BLMZ
remove item from order 113542617735902,change_order,order_id,113542617735902,23,38,ORDER,BK
i have got to swap several articles of purchase 370795561790,change_order,order_id,370795561790,48,60,ORDER,BLMQ
wanna change some products of order 113542617735902,change_order,order_id,113542617735902,36,51,ORDER,BLMQ
need to remove several items from purchase 370795561790,change_order,order_id,370795561790,43,55,ORDER,BLMQ
how to add a product to purchase 113542617735902,change_order,order_id,113542617735902,33,48,ORDER,BILQ
I want help to add something to purchase 113542617735902,change_order,order_id,113542617735902,41,56,ORDER,BL
how do i swap some items of purchase 00123842,change_order,order_id,00123842,37,45,ORDER,BILMQ
how to change order 113542617735902?,change_order,order_id,113542617735902,20,35,ORDER,BI
i do not know how to swap an item of order 732201349959,change_order,order_id,732201349959,43,55,ORDER,BELQ
need assistance to remove a product from roder 00123842,change_order,order_id,00123842,47,55,ORDER,BLQZ
I need help to change order 00123842,change_order,order_id,00123842,28,36,ORDER,B
edit order 370795561790,change_order,order_id,370795561790,11,23,ORDER,BL
help me to add something to purchase 732201349959,change_order,order_id,732201349959,37,49,ORDER,BL
want help to add an article to order 732201349959,change_order,order_id,732201349959,37,49,ORDER,BLQ
what do i have to do to add sometthing to order 00004587345,change_order,order_id,00004587345,48,59,ORDER,BIQZ
I have to add an article to order 00004587345,change_order,order_id,00004587345,34,45,ORDER,BL
"I made a mistake, help correcting order 00004587345",change_order,order_id,00004587345,40,51,ORDER,BCL
I cannot change something of purchase 732201349959,change_order,order_id,732201349959,38,50,ORDER,BELN
edit order 732201349959,change_order,order_id,732201349959,11,23,ORDER,BKL
"I have got to edit order 370795561790, can you help me?",change_order,order_id,370795561790,25,37,ORDER,BCIL
I cannot update order 113542617735902,change_order,order_id,113542617735902,22,37,ORDER,BELN
modify purchase 00123842,change_order,order_id,00123842,16,24,ORDER,BL
i need help to switch some products of order 732201349959,change_order,order_id,732201349959,45,57,ORDER,BLMQ
wanna change some articles of order 732201349959 help me,change_order,order_id,732201349959,36,48,ORDER,BCLMQ
I cannot swap a damn product of purchase 370795561790,change_order,order_id,370795561790,41,53,ORDER,BELNW
I try to change a product of order 732201349959,change_order,order_id,732201349959,35,47,ORDER,BL
I have got to modify purchase 113542617735902,change_order,order_id,113542617735902,30,45,ORDER,BL
could i deete several damn articles from order 00004587345,change_order,order_id,00004587345,47,58,ORDER,BILMPQWZ
want help to swap several items of order 00004587345,change_order,order_id,00004587345,41,52,ORDER,BLMQ
i have to swap a product of purchase 00123842,change_order,order_id,00123842,37,45,ORDER,BLQ
update purchase 732201349959,change_order,order_id,732201349959,16,28,ORDER,BKL
problems with switching an article of order 113542617735902,change_order,order_id,113542617735902,44,59,ORDER,BLM
remove item from order 00123842,change_order,order_id,00123842,23,31,ORDER,BK
remove item from order 370795561790,change_order,order_id,370795561790,23,35,ORDER,BK
how to remove an item from order 370795561790,change_order,order_id,370795561790,33,45,ORDER,BIQ
could i correct purchase 370795561790,change_order,order_id,370795561790,25,37,ORDER,BILPQ
edit order 00004587345,change_order,order_id,00004587345,11,22,ORDER,BL
